UT_time,Scat450tot,Scat550tot,Scat700tot,Scat450sub,Scat550sub,Scat700sub
70684,9.55,7.57,4.55,14.27,9.55,5.23
70685,9.70,7.99,4.72,14.06,9.41,5.15
70686,9.17,7.19,3.91,13.87,9.28,5.08
70687,8.88,7.18,4.61,13.59,9.10,4.98
70688,8.09,6.65,4.65,13.24,8.86,4.85
70689,7.06,5.87,4.25,12.83,8.59,4.70
70690,6.74,5.16,4.12,12.45,8.33,4.56
70691,6.58,5.24,3.99,12.06,8.08,4.42
70692,7.08,5.20,4.05,11.68,7.82,4.28
70693,7.30,5.51,3.77,11.34,7.59,4.16
70694,7.13,5.59,4.43,11.09,7.42,4.06
70695,6.98,5.80,4.34,10.90,7.29,3.99
70696,7.56,6.46,5.04,10.73,7.18,3.93
70697,7.46,6.51,4.01,10.56,7.07,3.87
70698,6.86,5.72,4.30,10.36,6.94,3.80
70699,7.19,5.50,3.62,10.11,6.77,3.71
70700,7.87,5.46,3.09,9.80,6.56,3.59
70701,8.17,5.23,2.71,9.48,6.35,3.47
70702,7.99,5.46,3.28,9.18,6.14,3.36
70703,7.60,5.46,3.54,8.88,5.95,3.25
70704,8.18,5.65,4.55,8.59,5.75,3.15
70705,7.78,5.26,5.85,8.34,5.58,3.06
70706,8.27,5.23,7.00,8.16,5.46,2.99
70707,8.84,4.40,7.46,8.03,5.38,2.94
70708,8.82,4.26,7.14,7.91,5.30,2.90
70709,8.53,3.65,6.56,7.80,5.22,2.86
70710,8.35,3.54,6.56,7.65,5.12,2.80
70711,7.04,3.46,6.28,7.46,4.99,2.73
70712,6.57,3.72,6.62,7.22,4.83,2.64
70713,6.15,3.87,6.88,7.00,4.69,2.57
70714,5.86,4.29,7.05,6.80,4.55,2.49
70715,5.83,4.29,6.06,6.62,4.43,2.43
70716,6.20,4.29,5.83,6.46,4.32,2.37
70717,6.48,4.09,4.26,6.34,4.24,2.32
70718,6.91,3.95,3.48,6.25,4.18,2.29
70719,7.32,3.85,2.42,6.19,4.14,2.27
70720,7.36,4.19,2.32,6.12,4.10,2.24
70721,7.28,4.13,1.72,6.06,4.06,2.22
70722,7.06,3.85,1.78,5.98,4.00,2.19
70723,6.84,3.67,1.64,5.87,3.93,2.15
70724,6.77,3.26,2.30,5.76,3.85,2.11
70725,6.58,2.46,2.46,5.67,3.80,2.08
70726,6.65,2.02,3.01,5.60,3.75,2.05
70727,6.02,1.98,2.97,5.56,3.72,2.04
70728,5.76,1.94,3.50,5.53,3.70,2.03
70729,4.77,2.14,2.59,5.52,3.70,2.02
70730,4.62,2.75,2.22,5.51,3.69,2.02
70731,4.36,2.80,1.21,5.51,3.69,2.02
70732,4.87,3.11,1.22,5.50,3.68,2.02
70733,4.67,3.02,0.21,5.49,3.68,2.01
70734,5.17,2.79,0.59,5.47,3.66,2.00
70735,4.95,2.53,0.58,5.44,3.64,1.99
70736,5.07,2.62,1.73,5.39,3.61,1.97
70737,4.34,2.51,1.62,5.34,3.57,1.95
70738,4.25,3.07,2.24,5.26,3.52,1.93
70739,3.61,2.83,1.93,5.18,3.47,1.90
70740,3.78,2.79,2.11,5.10,3.41,1.87
70741,3.31,2.50,1.72,5.03,3.37,1.84
70742,3.74,2.54,2.24,4.97,3.33,1.82
70743,3.69,2.40,2.18,4.91,3.29,1.80
70744,4.37,2.97,2.84,4.85,3.24,1.78
70745,4.02,3.21,2.94,4.77,3.19,1.75
70746,4.51,3.71,2.97,4.66,3.12,1.71
70747,4.93,4.19,2.91,4.54,3.04,1.66
70748,4.97,3.98,3.43,4.43,2.97,1.62
70749,4.41,3.69,3.57,4.33,2.90,1.59
70750,4.49,3.72,4.09,4.24,2.84,1.55
70751,4.55,3.45,4.51,4.15,2.78,1.52
70752,4.16,3.39,4.57,4.09,2.74,1.50
70753,3.82,3.78,4.90,4.04,2.70,1.48
70754,3.44,3.59,4.00,4.00,2.68,1.47
70755,3.32,3.26,2.66,3.97,2.65,1.45
70756,2.71,2.80,1.06,3.93,2.63,1.44
70757,3.08,2.17,0.53,3.88,2.60,1.42
70758,2.62,2.15,-0.64,3.83,2.56,1.40
70759,3.05,1.95,-0.55,3.76,2.52,1.38
70760,2.83,1.53,-0.74,3.71,2.48,1.36
70761,2.95,1.35,-0.09,3.65,2.44,1.34
70762,2.39,1.00,-0.17,3.59,2.40,1.31
70763,2.75,0.93,0.91,3.53,2.36,1.29
70764,2.35,0.67,0.64,3.48,2.33,1.27
70765,2.35,0.86,1.71,3.44,2.30,1.26
70766,1.96,0.83,1.35,3.41,2.28,1.25
70767,1.86,1.43,2.22,3.37,2.25,1.23
70768,0.91,2.01,2.33,3.32,2.22,1.22
70769,0.83,2.94,3.17,3.26,2.18,1.19
70770,0.72,3.15,1.62,3.18,2.13,1.17
70771,1.64,3.43,1.40,3.10,2.08,1.14
70772,0.96,2.83,0.56,3.02,2.02,1.11
70773,2.35,3.12,0.41,2.92,1.95,1.07
70774,2.58,2.95,0.16,2.81,1.88,1.03
70775,3.09,2.26,0.57,2.70,1.81,0.99
70776,2.48,1.92,0.86,2.62,1.75,0.96
70777,2.41,1.61,1.38,2.55,1.71,0.93
70778,2.17,1.47,1.41,2.48,1.66,0.91
70779,2.53,1.48,0.87,2.41,1.62,0.88
70780,2.06,1.39,0.71,2.31,1.55,0.85
70781,2.47,1.38,0.93,2.17,1.45,0.80
70782,2.45,1.49,0.97,2.00,1.34,0.73
70783,2.24,1.30,1.83,1.81,1.21,0.66
70784,2.08,0.87,1.67,1.61,1.08,0.59
70785,1.57,1.30,2.02,1.41,0.95,0.52
70786,1.83,1.84,2.48,1.22,0.82,0.45
70787,1.87,2.31,3.51,1.07,0.71,0.39
70788,2.27,2.27,3.25,0.95,0.64,0.35
70789,2.10,2.35,3.23,0.87,0.58,0.32
70790,2.03,1.49,2.34,0.80,0.54,0.29
70791,1.84,1.85,2.64,0.73,0.49,0.27
70792,1.72,1.74,1.18,0.63,0.42,0.23
70793,0.98,1.81,0.96,0.51,0.34,0.19
70794,0.89,1.64,1.30,0.37,0.25,0.14
70795,1.61,1.80,1.94,0.24,0.16,0.09
70796,1.53,1.67,2.22,0.11,0.07,0.04
70797,1.74,1.24,1.92,-0.01,-0.01,-0.00
70798,1.95,1.42,1.96,-0.13,-0.09,-0.05
70799,2.40,1.69,1.91,-0.22,-0.15,-0.08
70800,2.74,1.49,1.43,-0.29,-0.19,-0.11
70801,2.64,1.64,0.72,-0.34,-0.23,-0.13
70802,2.43,1.31,0.46,-0.40,-0.27,-0.15
70803,2.00,1.30,0.01,-0.45,-0.30,-0.17
70804,1.58,0.96,0.00,-0.52,-0.35,-0.19
70805,1.70,1.23,0.28,-0.60,-0.40,-0.22
70806,2.24,0.96,0.70,-0.66,-0.44,-0.24
70807,2.48,1.10,0.89,-0.71,-0.48,-0.26
70808,2.93,0.97,1.22,-0.75,-0.50,-0.27
70809,3.00,1.15,1.63,-0.76,-0.51,-0.28
70810,2.90,1.27,1.32,-0.77,-0.51,-0.28
70811,2.56,1.14,0.87,-0.77,-0.51,-0.28
70812,2.45,1.31,1.26,-0.77,-0.51,-0.28
70813,2.22,1.18,1.13,-0.77,-0.51,-0.28
70814,2.29,1.33,1.00,-0.77,-0.51,-0.28
70815,1.76,1.00,0.58,-0.77,-0.51,-0.28
70816,1.94,1.33,0.60,-0.76,-0.51,-0.28
70817,1.88,1.21,-0.02,-0.76,-0.51,-0.28
70818,2.24,1.43,0.94,-0.76,-0.51,-0.28
70819,2.34,1.27,1.55,-0.77,-0.51,-0.28
70820,2.35,1.54,2.94,-0.78,-0.52,-0.28
70821,2.09,1.24,3.29,-0.80,-0.53,-0.29
70822,1.81,1.42,4.36,-0.82,-0.55,-0.30
70823,1.29,0.78,3.42,-0.83,-0.56,-0.31
70824,1.31,0.85,3.04,-0.85,-0.57,-0.31
70825,1.49,0.63,2.04,-0.87,-0.58,-0.32
70826,1.84,0.80,2.13,-0.88,-0.59,-0.32
70827,2.08,0.77,1.82,-0.89,-0.60,-0.33
70828,2.43,0.95,2.03,-0.91,-0.61,-0.33
70829,2.01,0.82,1.40,-0.92,-0.61,-0.34
70830,2.03,0.91,1.73,-0.92,-0.61,-0.34
70831,1.57,0.84,1.15,-0.91,-0.61,-0.33
70832,1.75,0.88,0.90,-0.91,-0.61,-0.33
70833,1.41,0.92,1.17,-0.91,-0.61,-0.33
70834,1.77,1.30,1.70,-0.91,-0.61,-0.33
70835,1.42,0.96,1.70,-0.92,-0.61,-0.34
70836,1.53,0.73,2.23,-0.92,-0.62,-0.34
70837,0.78,0.19,2.04,-0.92,-0.62,-0.34
70838,0.89,0.26,2.00,-0.92,-0.62,-0.34
70839,0.92,0.06,1.76,-0.91,-0.61,-0.33
70840,1.30,0.26,2.23,-0.89,-0.60,-0.33
70841,0.67,0.37,2.13,-0.85,-0.57,-0.31
70842,0.89,0.75,2.91,-0.80,-0.53,-0.29
70843,0.40,0.56,2.83,-0.72,-0.48,-0.27
70844,0.20,0.83,3.65,-0.64,-0.43,-0.23
70845,-0.07,0.81,3.27,-0.56,-0.37,-0.20
70846,0.23,0.96,3.12,-0.49,-0.33,-0.18
70847,-0.05,0.63,2.63,-0.45,-0.30,-0.16
70848,0.40,0.62,2.40,-0.41,-0.27,-0.15
70849,0.35,0.34,1.88,-0.37,-0.25,-0.14
70850,0.63,0.60,2.13,-0.34,-0.23,-0.12
70851,1.16,0.83,1.63,-0.29,-0.20,-0.11
70852,2.11,1.50,0.63,-0.24,-0.16,-0.09
70853,2.18,1.56,0.10,-0.18,-0.12,-0.06
70854,2.32,1.65,-0.78,-0.11,-0.07,-0.04
70855,1.95,1.19,-1.51,-0.03,-0.02,-0.01
70856,1.65,0.84,-1.65,0.06,0.04,0.02
70857,0.57,0.64,-1.65,0.13,0.09,0.05
70858,0.25,0.77,-0.58,0.19,0.13,0.07
70859,-0.00,0.68,0.54,0.23,0.15,0.08
70860,0.73,0.68,2.11,0.26,0.18,0.10
70861,0.77,0.59,1.84,0.31,0.20,0.11
70862,1.23,0.30,2.34,0.37,0.25,0.13
70863,1.42,0.02,1.38,0.44,0.30,0.16
70864,1.45,-0.22,0.88,0.52,0.35,0.19
70865,0.81,-0.04,1.20,0.58,0.39,0.21
70866,0.72,-0.12,1.17,0.63,0.42,0.23
70867,0.98,0.11,1.39,0.64,0.43,0.24
70868,0.82,0.22,1.20,0.65,0.44,0.24
70869,0.72,0.78,0.96,0.65,0.43,0.24
70870,0.12,0.81,0.56,0.65,0.43,0.24
70871,-0.12,1.24,1.24,0.64,0.43,0.24
70872,-0.44,0.97,0.93,0.64,0.43,0.23
70873,-0.61,1.18,1.66,0.64,0.43,0.23
70874,-0.29,0.68,1.25,0.63,0.42,0.23
70875,0.38,0.64,1.34,0.61,0.41,0.22
70876,0.57,0.40,0.68,0.58,0.39,0.21
70877,0.87,0.54,1.16,0.54,0.36,0.20
70878,0.91,0.58,0.85,0.48,0.32,0.18
70879,0.70,0.67,1.93,0.42,0.28,0.16
70880,0.14,0.73,1.32,0.37,0.25,0.14
70881,-0.22,1.14,0.91,0.33,0.22,0.12
70882,-0.81,1.18,0.42,0.30,0.20,0.11
70883,-0.89,1.45,0.49,0.27,0.18,0.10
70884,-0.68,1.52,-0.01,0.24,0.16,0.09
70885,-0.44,1.48,-0.05,0.20,0.13,0.07
70886,-0.45,1.19,-0.09,0.15,0.10,0.06
70887,-0.26,0.96,0.10,0.10,0.07,0.04
70888,-0.45,0.63,-0.15,0.05,0.03,0.02
70889,-0.71,0.50,0.16,0.00,0.00,0.00
70890,-0.95,0.29,0.06,-0.03,-0.02,-0.01
70891,-0.60,0.42,0.44,-0.06,-0.04,-0.02
70892,-0.73,0.51,0.63,-0.07,-0.05,-0.03
70893,-0.18,0.92,0.94,-0.08,-0.05,-0.03
70894,-0.07,1.22,0.87,-0.07,-0.05,-0.03
70895,0.40,1.24,0.66,-0.07,-0.05,-0.03
70896,-0.10,0.63,0.41,-0.07,-0.04,-0.02
70897,0.01,0.25,-0.30,-0.06,-0.04,-0.02
70898,-0.14,-0.40,-0.54,-0.05,-0.03,-0.02
70899,0.01,-0.89,-0.74,-0.04,-0.02,-0.01
70900,-0.27,-0.99,-0.35,-0.03,-0.02,-0.01
70901,0.31,-1.16,0.09,-0.02,-0.01,-0.01
70902,0.07,-1.09,0.24,-0.02,-0.01,-0.01
70903,-0.03,-1.00,0.61,-0.03,-0.02,-0.01
70904,-0.58,-0.93,1.10,-0.03,-0.02,-0.01
70905,-0.60,-0.89,1.29,-0.04,-0.03,-0.01
70906,-0.69,-0.54,0.76,-0.05,-0.03,-0.02
70907,-0.45,-0.46,1.11,-0.06,-0.04,-0.02
70908,-0.15,-0.06,0.78,-0.07,-0.05,-0.03
70909,0.07,0.07,1.29,-0.09,-0.06,-0.03
70910,0.09,-0.04,1.48,-0.13,-0.09,-0.05
70911,0.16,-0.05,2.25,-0.18,-0.12,-0.07
70912,0.77,-0.13,2.07,-0.24,-0.16,-0.09
70913,1.31,-0.26,1.87,-0.30,-0.20,-0.11
70914,1.33,-0.03,1.44,-0.35,-0.24,-0.13
70915,1.38,0.44,0.71,-0.40,-0.27,-0.15
70916,1.07,0.51,0.08,-0.43,-0.29,-0.16
70917,0.37,0.96,-0.10,-0.45,-0.30,-0.17
70918,-0.38,0.91,0.23,-0.48,-0.32,-0.18
70919,-0.86,0.79,-0.03,-0.51,-0.34,-0.19
70920,-1.29,0.65,0.48,-0.54,-0.36,-0.20
70921,-1.64,0.73,0.70,-0.58,-0.39,-0.21
70922,-1.42,0.71,0.91,-0.62,-0.42,-0.23
70923,-1.44,0.82,0.74,-0.64,-0.43,-0.24
70924,-0.83,0.83,0.70,-0.65,-0.44,-0.24
70925,-0.79,0.50,0.72,-0.65,-0.43,-0.24
70926,-0.47,0.34,-0.17,-0.63,-0.42,-0.23
70927,-0.84,-0.06,-0.22,-0.61,-0.41,-0.22
70928,-0.79,-0.09,-0.51,-0.59,-0.40,-0.22
70929,-0.85,-0.33,-0.51,-0.58,-0.39,-0.21
70930,-0.62,-0.40,-0.40,-0.57,-0.38,-0.21
70931,-0.63,-0.65,0.31,-0.56,-0.37,-0.20
70932,-0.07,-0.64,0.95,-0.53,-0.35,-0.19
70933,-0.01,-0.84,1.41,-0.49,-0.33,-0.18
70934,0.02,-0.58,1.87,-0.45,-0.30,-0.17
70935,-0.12,-0.50,1.73,-0.41,-0.28,-0.15
70936,-0.01,-0.28,2.40,-0.38,-0.26,-0.14
70937,-0.22,-0.42,1.33,-0.37,-0.24,-0.13
70938,-0.66,-0.47,0.83,-0.36,-0.24,-0.13
70939,-0.65,-0.61,0.53,-0.36,-0.24,-0.13
70940,-0.21,-0.40,0.26,-0.36,-0.24,-0.13
70941,-0.30,-0.24,-0.84,-0.36,-0.24,-0.13
70942,-0.41,0.01,-0.58,-0.36,-0.24,-0.13
70943,-0.24,0.06,-0.46,-0.35,-0.23,-0.13
70944,-0.02,-0.04,-0.76,-0.34,-0.23,-0.13
70945,-0.11,0.01,-0.88,-0.34,-0.23,-0.13
70946,0.56,-0.14,-0.33,-0.35,-0.24,-0.13
70947,0.82,0.01,-0.63,-0.37,-0.25,-0.14
70948,1.79,-0.14,-0.59,-0.41,-0.27,-0.15
70949,1.53,0.19,-0.93,-0.46,-0.31,-0.17
70950,0.95,0.14,-1.05,-0.52,-0.35,-0.19
70951,-0.24,0.22,-1.46,-0.57,-0.38,-0.21
70952,-0.46,0.14,-0.96,-0.61,-0.41,-0.22
70953,-0.75,0.19,-1.18,-0.66,-0.44,-0.24
