UT_time,Scat450tot,Scat550tot,Scat700tot,Scat450sub,Scat550sub,Scat700sub
66590,49.14,32.43,18.31,42.66,28.56,15.63
66591,49.57,33.41,18.85,42.64,28.55,15.62
66592,49.07,34.03,19.37,42.63,28.54,15.62
66593,49.19,33.46,19.13,42.61,28.52,15.61
66594,49.31,33.85,18.82,42.58,28.50,15.60
66595,49.25,33.14,18.25,42.55,28.48,15.59
66596,49.20,33.01,17.59,42.52,28.46,15.57
66597,49.34,32.35,16.97,42.48,28.44,15.56
66598,49.27,32.24,17.63,42.45,28.42,15.55
66599,48.70,31.60,18.00,42.43,28.40,15.54
66600,48.48,31.71,19.19,42.39,28.37,15.53
66601,48.21,31.60,19.73,42.33,28.34,15.51
66602,48.17,32.23,19.93,42.26,28.29,15.48
66603,48.65,31.73,19.41,42.17,28.23,15.45
66604,48.80,32.21,19.26,42.06,28.16,15.41
66605,49.10,31.54,18.02,41.96,28.09,15.37
66606,48.71,31.22,17.57,41.88,28.03,15.34
66607,48.59,30.17,16.86,41.80,27.98,15.31
66608,48.25,30.27,16.40,41.76,27.95,15.30
66609,47.92,29.59,15.96,41.73,27.93,15.29
66610,48.43,30.29,16.34,41.73,27.93,15.29
66611,48.67,30.05,16.04,41.71,27.92,15.28
66612,49.96,30.98,17.24,41.72,27.93,15.28
66613,50.10,30.85,17.58,41.71,27.92,15.28
66614,51.53,31.47,18.74,41.72,27.93,15.28
66615,51.20,30.56,18.69,41.72,27.93,15.28
66616,51.27,31.00,19.48,41.74,27.94,15.29
66617,50.35,30.13,18.05,41.75,27.95,15.29
66618,50.45,31.11,17.59,41.75,27.95,15.29
66619,50.09,30.89,16.82,41.75,27.95,15.29
66620,50.31,32.27,17.25,41.73,27.94,15.29
66621,50.10,32.18,16.62,41.71,27.92,15.28
66622,49.93,32.99,16.87,41.70,27.91,15.27
66623,49.80,32.22,16.74,41.69,27.91,15.27
66624,49.10,31.95,16.85,41.68,27.90,15.27
66625,49.81,31.22,16.20,41.68,27.90,15.27
66626,49.92,31.25,16.69,41.68,27.90,15.27
66627,50.95,31.48,17.78,41.66,27.89,15.26
66628,50.63,31.60,18.45,41.63,27.87,15.25
66629,50.54,32.28,18.81,41.60,27.85,15.24
66630,49.54,31.96,19.43,41.57,27.83,15.23
66631,49.29,32.14,19.09,41.53,27.80,15.21
66632,48.14,31.33,17.93,41.51,27.79,15.21
66633,47.91,31.43,17.37,41.50,27.78,15.20
66634,48.16,30.63,15.95,41.50,27.78,15.20
66635,49.13,31.90,16.08,41.50,27.78,15.20
66636,49.58,31.99,16.01,41.50,27.78,15.20
66637,50.94,33.66,17.09,41.51,27.79,15.21
66638,51.37,33.99,17.88,41.51,27.79,15.20
66639,52.09,34.96,19.39,41.51,27.79,15.21
66640,51.37,33.82,19.46,41.54,27.81,15.22
66641,52.22,33.76,19.46,41.58,27.84,15.23
66642,51.58,32.86,19.33,41.63,27.87,15.25
66643,52.78,32.51,18.52,41.70,27.91,15.27
66644,52.23,32.11,17.45,41.75,27.95,15.30
66645,53.21,32.46,16.94,41.79,27.98,15.31
66646,52.40,32.27,16.28,41.83,28.00,15.32
66647,52.56,32.04,16.07,41.87,28.03,15.34
66648,50.68,31.41,15.71,41.90,28.05,15.35
66649,50.50,31.21,16.36,41.93,28.07,15.36
66650,49.14,31.04,15.89,41.97,28.10,15.37
66651,49.66,31.39,16.30,42.00,28.11,15.38
66652,49.97,32.32,16.68,42.02,28.13,15.39
66653,51.74,32.92,17.27,42.04,28.14,15.40
66654,53.07,33.65,16.96,42.08,28.17,15.41
66655,54.78,34.61,17.64,42.10,28.18,15.42
66656,55.10,34.40,17.79,42.12,28.20,15.43
66657,55.15,34.36,17.86,42.16,28.22,15.44
66658,55.33,34.33,17.74,42.20,28.25,15.46
66659,55.44,34.36,18.40,42.24,28.28,15.47
66660,55.73,33.92,18.21,42.31,28.32,15.50
66661,56.31,34.69,18.43,42.40,28.38,15.53
66662,56.61,34.14,17.96,42.49,28.44,15.57
66663,56.11,34.58,18.35,42.59,28.51,15.60
66664,55.40,33.72,18.01,42.68,28.57,15.63
66665,54.55,33.83,18.48,42.78,28.64,15.67
66666,53.79,33.51,19.46,42.89,28.71,15.71
66667,53.92,34.59,19.59,42.99,28.78,15.75
66668,54.54,34.63,19.70,43.07,28.83,15.78
66669,54.99,36.15,19.88,43.17,28.90,15.81
66670,55.11,36.10,19.57,43.25,28.95,15.84
66671,55.27,36.64,19.05,43.34,29.02,15.88
66672,54.75,35.87,18.59,43.47,29.10,15.93
66673,54.87,36.15,17.93,43.63,29.21,15.98
66674,55.10,35.40,17.98,43.81,29.33,16.05
66675,55.63,35.34,18.22,44.00,29.46,16.12
66676,55.34,35.19,18.59,44.19,29.58,16.19
66677,55.01,35.15,19.02,44.37,29.70,16.25
66678,54.51,35.61,20.20,44.52,29.81,16.31
66679,53.88,35.89,19.36,44.63,29.88,16.35
66680,53.12,36.25,19.26,44.69,29.92,16.37
66681,53.12,35.65,18.13,44.74,29.95,16.39
66682,53.05,36.02,18.33,44.78,29.98,16.41
66683,52.60,35.03,17.86,44.83,30.01,16.42
66684,52.50,35.05,19.05,44.89,30.05,16.44
66685,52.46,34.65,18.16,44.97,30.10,16.47
66686,52.56,35.28,18.49,45.05,30.16,16.50
66687,52.26,34.08,17.49,45.13,30.21,16.53
66688,52.33,34.34,17.28,45.23,30.28,16.57
66689,51.53,33.24,15.68,45.32,30.34,16.60
66690,51.73,33.23,16.07,45.41,30.40,16.63
66691,51.07,32.29,15.47,45.47,30.44,16.66
66692,51.93,33.31,15.94,45.51,30.47,16.67
66693,51.63,33.01,15.81,45.54,30.49,16.68
66694,52.92,34.23,16.32,45.55,30.49,16.69
66695,52.38,33.83,17.01,45.55,30.49,16.69
66696,52.82,34.30,17.67,45.54,30.48,16.68
66697,52.43,33.80,18.55,45.51,30.47,16.67
66698,53.17,34.38,18.76,45.44,30.42,16.65
66699,52.78,33.97,18.99,45.38,30.38,16.62
66700,54.05,35.05,18.12,45.32,30.34,16.60
66701,53.92,34.85,17.28,45.27,30.31,16.58
66702,53.99,35.83,16.57,45.24,30.28,16.57
66703,53.20,35.25,16.08,45.23,30.28,16.57
66704,53.40,35.28,17.17,45.20,30.26,16.56
66705,52.71,34.34,17.86,45.18,30.24,16.55
66706,53.89,34.68,19.13,45.14,30.22,16.54
66707,54.17,33.58,18.67,45.11,30.20,16.52
66708,55.40,34.03,19.16,45.10,30.19,16.52
66709,55.42,33.78,17.70,45.10,30.19,16.52
66710,55.82,34.13,17.59,45.12,30.21,16.53
66711,55.64,33.47,17.74,45.15,30.23,16.54
66712,55.35,33.92,18.64,45.19,30.25,16.55
66713,54.84,33.18,18.89,45.21,30.26,16.56
66714,54.88,34.08,20.30,45.23,30.28,16.57
66715,54.86,34.12,21.02,45.23,30.28,16.57
66716,54.23,35.48,22.04,45.25,30.29,16.58
66717,54.15,34.78,21.89,45.25,30.29,16.58
66718,53.59,35.55,22.35,45.27,30.30,16.58
66719,53.26,34.37,21.62,45.30,30.32,16.59
66720,52.98,34.73,21.03,45.36,30.37,16.62
66721,53.29,34.22,20.01,45.44,30.42,16.65
66722,54.12,35.85,20.43,45.55,30.49,16.68
66723,54.90,35.81,20.46,45.67,30.57,16.73
66724,55.45,36.58,21.06,45.80,30.66,16.78
66725,55.61,35.56,21.10,45.90,30.73,16.82
66726,56.43,35.89,21.00,45.98,30.78,16.84
66727,56.30,34.74,20.26,46.03,30.81,16.86
66728,57.29,35.08,19.84,46.09,30.85,16.88
66729,57.41,35.19,19.79,46.15,30.90,16.91
66730,57.73,36.21,20.18,46.24,30.95,16.94
66731,56.56,35.75,20.01,46.35,31.03,16.98
66732,56.24,36.09,20.17,46.48,31.11,17.03
66733,56.00,35.68,20.26,46.60,31.20,17.07
66734,55.89,35.25,19.51,46.73,31.28,17.12
66735,56.25,35.31,19.40,46.86,31.37,17.17
66736,56.99,35.15,20.05,46.99,31.45,17.21
66737,56.73,36.14,20.78,47.09,31.52,17.25
66738,56.13,36.15,20.77,47.17,31.57,17.28
66739,56.04,37.04,20.73,47.22,31.61,17.30
66740,55.01,36.48,20.48,47.28,31.65,17.32
66741,54.71,37.22,20.47,47.35,31.70,17.35
66742,54.44,36.20,20.47,47.44,31.76,17.38
66743,54.09,37.23,21.55,47.56,31.84,17.42
66744,54.43,36.72,22.12,47.70,31.93,17.47
66745,54.87,37.85,22.99,47.83,32.02,17.52
66746,55.15,37.45,22.89,47.95,32.10,17.57
66747,55.99,38.45,22.49,48.08,32.18,17.61
66748,56.50,37.59,21.21,48.15,32.23,17.64
66749,55.71,38.10,21.04,48.19,32.26,17.65
66750,56.33,36.86,19.98,48.21,32.27,17.66
66751,56.83,37.20,19.84,48.24,32.29,17.67
66752,56.98,36.21,19.57,48.25,32.30,17.67
66753,57.26,36.39,19.98,48.28,32.32,17.68
66754,57.94,36.29,19.30,48.30,32.33,17.69
66755,57.37,36.61,19.61,48.33,32.36,17.71
66756,56.32,36.68,18.90,48.35,32.36,17.71
66757,56.47,36.84,19.64,48.35,32.37,17.71
66758,55.32,36.37,18.89,48.36,32.37,17.71
66759,55.34,36.40,19.92,48.35,32.37,17.71
66760,54.75,36.33,19.51,48.35,32.37,17.71
66761,55.53,36.39,19.41,48.35,32.36,17.71
66762,54.46,36.13,18.44,48.35,32.37,17.71
66763,55.58,37.07,18.98,48.33,32.35,17.70
66764,55.06,36.32,18.66,48.32,32.34,17.70
66765,56.52,36.72,19.61,48.30,32.33,17.69
66766,55.88,35.59,20.10,48.28,32.32,17.69
66767,57.05,35.56,20.63,48.25,32.30,17.68
66768,56.08,34.44,19.96,48.24,32.29,17.67
66769,56.85,34.77,19.08,48.22,32.28,17.66
66770,55.51,33.90,17.85,48.19,32.26,17.65
66771,56.29,34.70,18.12,48.17,32.24,17.64
66772,55.58,34.44,17.90,48.14,32.23,17.63
66773,57.31,35.18,19.04,48.12,32.22,17.63
66774,56.64,34.68,19.83,48.11,32.21,17.62
66775,58.30,35.13,20.64,48.12,32.21,17.63
66776,57.72,34.07,20.37,48.13,32.22,17.63
66777,58.23,34.24,20.60,48.14,32.22,17.63
66778,56.71,33.16,19.85,48.16,32.24,17.64
66779,57.22,33.03,19.67,48.18,32.25,17.65
66780,55.79,32.97,19.60,48.22,32.28,17.66
66781,55.37,33.59,19.73,48.25,32.30,17.67
66782,54.36,33.61,20.02,48.29,32.33,17.69
66783,54.54,34.08,19.90,48.31,32.34,17.70
66784,54.23,33.91,19.37,48.34,32.36,17.71
66785,54.11,33.44,18.29,48.35,32.37,17.71
66786,54.38,32.88,18.03,48.35,32.37,17.71
66787,55.70,32.44,17.57,48.34,32.36,17.71
66788,55.82,31.82,18.02,48.35,32.37,17.71
66789,55.51,31.82,18.04,48.36,32.37,17.72
66790,55.15,31.87,19.02,48.37,32.38,17.72
66791,54.33,32.08,18.77,48.37,32.38,17.72
66792,53.02,32.38,19.20,48.37,32.38,17.72
66793,52.61,33.49,18.33,48.36,32.37,17.72
66794,52.23,34.12,18.60,48.33,32.35,17.71
66795,52.34,34.34,18.14,48.32,32.34,17.70
66796,52.74,34.85,18.17,48.30,32.33,17.69
66797,53.05,34.84,17.83,48.30,32.33,17.69
66798,53.32,34.75,18.43,48.29,32.33,17.69
66799,52.83,33.95,18.42,48.29,32.32,17.69
66800,52.96,33.89,18.43,48.28,32.32,17.69
66801,52.01,32.96,18.35,48.28,32.32,17.68
66802,52.05,32.98,17.56,48.27,32.31,17.68
66803,50.92,32.02,17.29,48.27,32.31,17.68
66804,51.64,32.31,16.80,48.28,32.32,17.69
66805,49.98,31.84,16.90,48.28,32.32,17.69
66806,49.89,31.94,16.94,48.26,32.31,17.68
66807,50.30,32.01,17.64,48.25,32.30,17.68
66808,50.50,32.21,18.05,48.24,32.29,17.67
66809,50.88,32.12,18.68,48.22,32.28,17.66
66810,52.40,32.55,18.79,48.19,32.26,17.65
66811,52.31,32.74,18.79,48.17,32.25,17.65
66812,51.68,32.94,18.31,48.14,32.22,17.63
66813,51.25,32.68,17.64,48.09,32.19,17.62
66814,50.39,32.98,18.08,48.03,32.15,17.59
66815,49.05,32.38,17.96,47.95,32.10,17.56
66816,50.06,32.48,19.08,47.84,32.02,17.52
66817,49.64,32.03,19.62,47.73,31.95,17.49
66818,50.48,33.32,20.26,47.63,31.88,17.45
66819,50.68,33.42,19.65,47.55,31.83,17.42
66820,52.48,34.94,20.16,47.50,31.80,17.40
66821,52.30,34.92,19.80,47.45,31.77,17.38
66822,53.15,35.40,19.98,47.38,31.72,17.36
66823,53.30,34.42,19.61,47.29,31.66,17.32
66824,53.25,33.98,19.47,47.17,31.58,17.28
66825,52.04,32.98,18.60,47.03,31.48,17.23
66826,51.81,32.46,18.04,46.89,31.39,17.18
66827,50.52,31.85,17.33,46.76,31.30,17.13
66828,50.61,32.05,17.18,46.64,31.22,17.08
66829,49.77,32.35,17.36,46.52,31.14,17.04
66830,50.01,33.32,17.85,46.42,31.07,17.00
66831,49.19,33.24,18.12,46.35,31.03,16.98
66832,49.68,33.64,18.45,46.29,30.98,16.96
66833,49.07,33.22,18.99,46.22,30.94,16.93
66834,50.79,33.91,19.83,46.12,30.87,16.89
66835,51.03,33.22,20.10,45.98,30.78,16.84
66836,54.05,34.66,21.47,45.81,30.67,16.78
66837,56.32,34.69,22.02,45.62,30.54,16.71
66838,59.22,35.93,23.59,45.42,30.40,16.64
66839,58.61,35.40,23.74,45.24,30.29,16.57
66840,58.01,34.74,23.75,45.06,30.17,16.51
66841,55.70,33.77,23.26,44.90,30.05,16.45
66842,52.86,32.98,22.94,44.78,29.97,16.40
66843,50.48,31.76,20.51,44.70,29.93,16.38
66844,50.51,31.32,19.39,44.63,29.88,16.35
66845,51.71,31.61,19.20,44.57,29.84,16.33
66846,52.31,31.34,17.61,44.51,29.80,16.31
66847,53.24,31.85,17.75,44.44,29.75,16.28
66848,53.89,31.87,17.98,44.34,29.68,16.24
66849,53.61,32.10,18.51,44.24,29.61,16.21
66850,53.08,31.96,18.36,44.16,29.56,16.18
66851,53.42,32.32,18.62,44.08,29.51,16.15
66852,52.83,32.39,18.45,44.01,29.46,16.12
66853,52.32,32.14,18.89,43.95,29.42,16.10
66854,51.59,31.96,18.52,43.91,29.39,16.08
66855,50.87,31.87,18.49,43.89,29.38,16.08
66856,49.43,31.85,18.86,43.88,29.37,16.07
66857,50.12,32.09,19.79,43.85,29.35,16.06
66858,49.43,32.54,19.87,43.82,29.33,16.05
66859,50.38,32.73,20.71,43.77,29.30,16.03
66860,50.17,33.06,20.69,43.71,29.26,16.01
66861,50.41,33.62,20.64,43.64,29.21,15.99
66862,49.97,33.56,19.19,43.57,29.17,15.96
66863,49.84,34.16,18.85,43.52,29.13,15.94
66864,48.71,33.73,17.82,43.47,29.10,15.92
66865,48.40,33.81,18.08,43.42,29.07,15.91
66866,47.73,32.49,17.88,43.39,29.05,15.90
66867,48.18,32.24,17.87,43.37,29.04,15.89
66868,48.09,30.85,16.89,43.36,29.02,15.88
66869,48.93,31.27,16.77,43.33,29.01,15.87
66870,48.69,30.80,15.87,43.30,28.99,15.86
66871,49.92,31.66,15.46,43.25,28.95,15.84
66872,48.54,31.14,15.26,43.17,28.90,15.82
66873,49.61,31.74,15.76,43.11,28.86,15.79
66874,48.43,31.14,15.85,43.05,28.82,15.77
66875,49.63,32.04,16.71,42.98,28.78,15.75
66876,48.71,32.18,16.78,42.94,28.74,15.73
66877,50.24,32.93,17.38,42.90,28.72,15.71
66878,49.75,33.33,17.65,42.87,28.70,15.71
66879,51.65,33.69,18.40,42.86,28.69,15.70
66880,51.25,32.55,18.04,42.85,28.69,15.70
66881,52.01,32.23,18.91,42.86,28.69,15.70
66882,50.77,31.31,18.79,42.87,28.70,15.70
66883,50.70,30.83,18.82,42.86,28.69,15.70
66884,48.90,30.59,18.06,42.86,28.69,15.70
66885,49.27,30.87,17.85,42.86,28.69,15.70
66886,48.80,30.30,18.11,42.84,28.68,15.69
66887,49.37,30.40,18.07,42.82,28.67,15.69
66888,49.63,29.80,18.62,42.81,28.66,15.68
66889,50.85,30.42,18.70,42.78,28.64,15.67
66890,50.41,31.15,18.79,42.75,28.62,15.66
66891,50.43,32.60,17.91,42.73,28.61,15.65
66892,50.54,32.97,17.69,42.70,28.58,15.64
66893,49.75,33.93,16.46,42.67,28.56,15.63
66894,49.24,33.12,16.50,42.64,28.54,15.62
66895,48.46,32.12,16.61,42.59,28.51,15.60
66896,48.09,30.96,17.25,42.54,28.48,15.58
66897,47.70,30.64,18.46,42.49,28.45,15.57
66898,48.80,30.20,20.09,42.44,28.41,15.55
66899,48.88,30.22,20.38,42.38,28.37,15.53
66900,50.07,30.82,21.16,42.34,28.34,15.51
66901,50.75,31.19,20.62,42.31,28.32,15.50
66902,51.02,31.76,19.97,42.28,28.30,15.49
66903,50.60,31.52,19.19,42.26,28.29,15.48
66904,50.46,31.84,19.39,42.24,28.27,15.47
66905,49.56,31.06,17.78,42.20,28.25,15.46
66906,48.87,30.94,17.96,42.15,28.22,15.44
66907,48.20,30.11,16.84,42.10,28.18,15.42
66908,47.87,30.45,17.09,42.03,28.14,15.40
66909,47.84,29.51,16.08,41.98,28.10,15.38
66910,48.22,30.15,16.63,41.94,28.08,15.36
66911,48.43,29.90,16.29,41.92,28.06,15.35
66912,48.83,30.96,17.02,41.89,28.04,15.34
66913,48.70,30.79,17.21,41.88,28.03,15.34
66914,47.49,32.00,17.41,41.87,28.03,15.34
66915,47.32,31.57,16.91,41.86,28.02,15.33
66916,46.86,31.88,17.27,41.86,28.02,15.33
66917,48.07,31.62,16.79,41.86,28.02,15.33
66918,47.96,32.05,16.96,41.86,28.02,15.33
66919,49.70,31.62,17.03,41.87,28.03,15.34
66920,50.56,32.24,17.23,41.88,28.03,15.34
66921,51.15,32.22,16.90,41.87,28.03,15.34
66922,50.93,32.15,16.69,41.87,28.03,15.34
66923,51.41,32.15,15.92,41.85,28.02,15.33
66924,51.27,32.14,15.41,41.84,28.01,15.33
66925,50.36,32.10,15.68,41.83,28.00,15.32
66926,50.22,32.05,16.31,41.83,28.00,15.32
66927,48.55,31.85,17.06,41.83,28.00,15.32
66928,48.96,32.10,17.53,41.82,28.00,15.32
66929,48.50,31.95,17.55,41.80,27.98,15.31
66930,49.87,31.65,17.52,41.74,27.94,15.29
66931,49.87,31.16,16.70,41.68,27.90,15.27
66932,51.45,31.49,16.89,41.60,27.85,15.24
66933,50.70,30.75,16.61,41.52,27.80,15.21
66934,50.66,31.35,17.91,41.45,27.75,15.18
66935,49.28,30.83,18.23,41.39,27.71,15.16
66936,49.20,31.24,19.43,41.34,27.67,15.14
66937,48.29,30.76,19.12,41.30,27.65,15.13
66938,49.09,31.12,19.43,41.24,27.61,15.11
66939,49.32,30.67,18.95,41.19,27.57,15.09
66940,50.29,31.20,18.74,41.13,27.54,15.07
66941,50.73,31.41,17.99,41.08,27.50,15.05
66942,51.31,31.62,18.32,41.04,27.47,15.03
66943,50.54,31.69,18.28,41.01,27.45,15.02
66944,50.72,31.66,18.96,40.99,27.44,15.02
66945,50.59,31.49,19.76,40.99,27.44,15.01
66946,50.83,31.15,20.49,40.98,27.43,15.01
66947,51.97,31.61,21.15,40.98,27.43,15.01
66948,52.99,31.29,21.30,40.98,27.43,15.01
66949,53.34,31.98,20.86,40.99,27.44,15.02
66950,52.49,31.94,19.73,41.00,27.44,15.02
66951,51.99,32.81,18.98,41.00,27.44,15.02
66952,50.53,32.82,18.57,41.00,27.45,15.02
66953,50.92,33.47,18.16,41.01,27.45,15.02
66954,50.58,33.27,18.20,41.04,27.47,15.03
66955,51.83,33.90,18.44,41.09,27.50,15.05
66956,52.41,33.30,18.28,41.15,27.55,15.07
66957,53.55,33.63,17.97,41.23,27.60,15.10
66958,53.61,33.64,17.62,41.33,27.67,15.14
66959,54.63,34.36,17.39,41.41,27.72,15.17
66960,54.19,33.52,17.18,41.48,27.77,15.20
66961,54.96,33.51,17.75,41.57,27.82,15.23
66962,54.47,32.35,17.77,41.65,27.88,15.26
66963,55.37,32.47,18.87,41.75,27.95,15.29
66964,54.42,32.31,19.48,41.89,28.04,15.35
66965,54.87,33.32,20.21,42.06,28.16,15.41
66966,53.90,33.44,19.89,42.24,28.28,15.47
66967,53.34,35.09,19.89,42.44,28.41,15.55
66968,52.49,34.84,19.77,42.64,28.54,15.62
66969,53.71,35.05,19.48,42.84,28.67,15.69
66970,53.23,34.85,19.70,43.01,28.79,15.75
66971,54.37,35.08,19.80,43.13,28.87,15.80
66972,54.74,33.69,19.95,43.21,28.93,15.83
66973,55.02,33.92,19.92,43.32,29.00,15.87
66974,53.91,33.09,19.58,43.43,29.07,15.91
66975,54.16,33.16,19.63,43.55,29.16,15.95
66976,53.73,32.90,19.01,43.71,29.26,16.01
66977,54.13,33.37,18.98,43.89,29.38,16.08
66978,53.44,33.08,18.40,44.06,29.49,16.14
66979,54.41,33.53,18.25,44.20,29.59,16.19
66980,53.97,33.67,17.23,44.35,29.69,16.24
66981,54.81,34.43,17.76,44.47,29.77,16.29
66982,54.91,34.40,17.04,44.57,29.84,16.33
66983,55.20,34.82,17.45,44.63,29.87,16.35
66984,54.50,34.29,17.08,44.66,29.90,16.36
66985,54.26,34.66,17.39,44.68,29.91,16.37
66986,52.81,34.53,16.97,44.67,29.91,16.36
66987,52.91,34.90,17.71,44.66,29.90,16.36
66988,52.57,35.06,17.66,44.67,29.90,16.36
66989,52.85,35.85,19.03,44.67,29.90,16.36
66990,53.07,35.39,19.79,44.68,29.91,16.37
66991,53.44,35.33,20.18,44.70,29.92,16.38
66992,53.62,35.53,20.37,44.74,29.95,16.39
66993,55.65,35.29,20.39,44.77,29.97,16.40
66994,56.16,34.98,19.94,44.80,29.99,16.41
66995,58.12,35.15,20.18,44.84,30.02,16.43
66996,58.99,34.70,20.19,44.87,30.04,16.44
66997,59.26,34.02,20.36,44.90,30.05,16.45
66998,57.33,33.92,20.54,44.92,30.07,16.46
66999,56.48,33.80,20.37,44.96,30.10,16.47
67000,54.47,33.69,20.08,45.01,30.13,16.49
67001,53.75,33.82,19.85,45.06,30.16,16.50
67002,54.28,34.52,19.09,45.11,30.20,16.52
67003,54.70,34.49,19.03,45.15,30.22,16.54
67004,55.76,34.58,19.70,45.19,30.25,16.56
67005,56.24,34.96,20.23,45.24,30.29,16.57
67006,57.46,34.76,21.58,45.28,30.31,16.59
67007,56.57,34.15,21.66,45.31,30.33,16.60
67008,57.26,34.07,21.45,45.37,30.37,16.62
67009,55.83,33.55,20.24,45.43,30.41,16.64
67010,56.66,32.96,19.46,45.48,30.45,16.66
67011,56.01,33.39,18.89,45.56,30.50,16.69
67012,57.03,34.38,19.17,45.68,30.58,16.73
67013,56.73,34.60,20.26,45.80,30.66,16.78
67014,57.52,35.69,21.60,45.93,30.75,16.83
67015,57.23,35.81,21.53,46.07,30.84,16.88
67016,56.83,36.13,21.64,46.22,30.94,16.93
67017,56.62,35.64,21.17,46.34,31.02,16.97
67018,57.53,36.07,20.78,46.43,31.08,17.01
67019,57.66,35.69,19.80,46.51,31.13,17.04
67020,58.58,36.33,20.77,46.59,31.19,17.07
67021,58.13,36.37,20.38,46.66,31.23,17.09
67022,58.28,36.90,21.75,46.75,31.29,17.12
67023,56.93,36.77,21.91,46.85,31.36,17.16
67024,56.98,37.00,22.47,46.94,31.43,17.20
67025,56.19,36.72,21.56,47.03,31.48,17.23
67026,57.50,36.95,21.48,47.11,31.53,17.26
67027,56.75,36.53,20.47,47.16,31.57,17.28
67028,57.50,36.34,20.46,47.20,31.60,17.29
67029,56.43,35.32,20.01,47.24,31.62,17.30
67030,55.60,34.78,20.77,47.26,31.64,17.31
67031,54.08,33.12,20.95,47.27,31.64,17.32
67032,53.76,33.30,21.53,47.28,31.65,17.32
67033,52.68,32.77,20.99,47.29,31.65,17.32
67034,52.88,33.40,21.13,47.30,31.66,17.33
67035,52.09,32.60,19.81,47.31,31.67,17.33
67036,52.66,33.17,19.41,47.35,31.70,17.35
67037,51.68,32.11,18.29,47.40,31.73,17.36
67038,52.11,32.46,18.18,47.43,31.75,17.38
67039,51.54,32.20,17.29,47.45,31.76,17.38
67040,53.07,32.96,17.74,47.45,31.77,17.38
67041,52.40,32.96,17.48,47.45,31.76,17.38
67042,53.99,33.29,17.64,47.42,31.75,17.37
67043,52.83,32.82,16.83,47.39,31.72,17.36
67044,52.65,32.45,16.80,47.34,31.69,17.34
67045,50.52,31.90,16.63,47.26,31.64,17.31
67046,50.00,32.08,16.42,47.11,31.54,17.26
67047,48.55,31.67,16.31,46.92,31.41,17.19
67048,48.32,32.05,16.43,46.68,31.25,17.10
67049,48.28,31.59,16.47,46.41,31.07,17.00
67050,48.45,31.90,16.05,46.14,30.88,16.90
67051,48.09,30.92,16.46,45.87,30.71,16.80
67052,47.82,31.17,17.13,45.67,30.57,16.73
67053,48.38,31.10,18.68,45.54,30.48,16.68
67054,48.51,32.04,20.27,45.43,30.41,16.64
67055,49.12,32.43,21.98,45.33,30.35,16.61
67056,48.94,32.73,21.55,45.22,30.27,16.57
67057,49.07,32.46,20.45,45.07,30.17,16.51
67058,48.85,32.16,19.21,44.85,30.02,16.43
67059,48.05,30.88,17.06,44.61,29.87,16.34
67060,47.98,30.33,15.42,44.38,29.71,16.26
67061,48.03,30.59,15.64,44.16,29.56,16.18
67062,47.14,30.28,16.43,43.97,29.44,16.11
67063,46.40,30.24,17.22,43.83,29.34,16.06
67064,45.81,30.39,17.97,43.74,29.28,16.02
67065,45.35,30.01,18.90,43.68,29.24,16.00
67066,45.51,29.12,18.88,43.64,29.22,15.99
67067,46.79,29.28,18.79,43.61,29.20,15.98
67068,47.12,28.59,18.18,43.58,29.17,15.96
67069,48.35,29.03,18.01,43.53,29.14,15.95
67070,48.30,29.50,17.20,43.49,29.11,15.93
67071,48.66,29.53,17.74,43.43,29.07,15.91
67072,48.19,30.30,17.30,43.38,29.04,15.89
67073,49.16,30.79,17.92,43.32,29.00,15.87
67074,48.32,31.76,18.33,43.26,28.96,15.85
67075,48.24,31.49,19.30,43.20,28.92,15.82
67076,46.77,31.55,18.81,43.15,28.88,15.81
67077,45.96,30.12,18.74,43.10,28.85,15.79
67078,45.00,29.30,18.40,43.05,28.82,15.77
67079,46.13,28.27,18.46,43.01,28.79,15.76
67080,46.57,27.57,17.60,42.94,28.75,15.73
67081,49.40,27.96,17.87,42.84,28.68,15.69
67082,50.61,28.15,17.60,42.71,28.59,15.64
67083,50.96,29.03,17.54,42.56,28.49,15.59
67084,49.51,28.57,16.84,42.41,28.39,15.53
67085,48.61,29.46,17.23,42.25,28.28,15.48
67086,47.31,29.56,16.12,42.08,28.17,15.42
67087,46.54,30.76,17.49,41.95,28.08,15.37
67088,45.07,30.22,17.22,41.85,28.02,15.33
67089,45.68,31.09,18.01,41.76,27.95,15.30
67090,45.34,30.48,17.76,41.64,27.88,15.26
67091,45.78,30.93,19.06,41.52,27.79,15.21
67092,46.24,29.84,18.12,41.35,27.68,15.15
67093,47.97,30.43,17.87,41.14,27.54,15.07
67094,47.97,29.91,17.39,40.91,27.39,14.99
67095,49.26,30.06,18.01,40.70,27.25,14.91
67096,47.74,29.62,17.43,40.52,27.13,14.84
67097,47.01,30.10,17.72,40.35,27.01,14.78
67098,44.29,28.48,17.20,40.21,26.92,14.73
67099,42.47,27.73,17.30,40.11,26.85,14.69
67100,40.47,26.33,16.30,40.04,26.81,14.67
67101,40.38,25.47,16.34,39.98,26.76,14.64
67102,39.29,24.50,15.79,39.93,26.73,14.63
67103,39.10,25.01,16.44,39.87,26.69,14.60
67104,38.14,24.24,16.32,39.77,26.62,14.57
67105,36.52,24.21,16.41,39.64,26.54,14.52
